# Temperature  Cv
2.32 6.15011572e-02
2.34297 6.14551138e-02
2.36594 6.13625542e-02
2.38891 6.12691003e-02
2.41188 6.11748529e-02
2.43485 6.10799075e-02
2.45782 6.09843546e-02
2.48079 6.08882804e-02
2.50376 6.07917662e-02
2.52673 6.06948896e-02
2.5497 6.05977241e-02
2.57267 6.05003392e-02
2.59564 6.04028013e-02
2.61861 6.03051731e-02
2.64158 6.02075142e-02
2.66455 6.01098812e-02
2.68752 6.00123281e-02
2.7105 5.99149059e-02
2.73347 5.98176632e-02
2.75644 5.97206462e-02
2.77941 5.96238989e-02
2.80238 5.95274631e-02
2.82535 5.94313788e-02
2.84832 5.93356837e-02
2.87129 5.92404140e-02
2.89426 5.91456041e-02
2.91723 5.90512870e-02
2.9402 5.89574939e-02
2.96317 5.88642547e-02
2.98614 5.87715979e-02
3.00911 5.86795507e-02
3.03208 5.85881392e-02
3.05505 5.84973882e-02
3.07802 5.84073213e-02
3.10099 5.83179613e-02
3.12396 5.82293298e-02
3.14693 5.81414475e-02
3.1699 5.80543343e-02
3.19287 5.79680089e-02
3.21584 5.78824894e-02
3.23881 5.77977932e-02
3.26178 5.77139366e-02
3.28475 5.76309353e-02
3.30772 5.75488044e-02
3.33069 5.74675580e-02
3.35366 5.73872100e-02
3.37663 5.73077730e-02
3.3996 5.72292596e-02
3.42257 5.71516814e-02
3.44554 5.70750494e-02
3.46851 5.69993742e-02
3.49149 5.69246658e-02
3.51446 5.68509335e-02
3.53743 5.67781861e-02
3.5604 5.67064321e-02
3.58337 5.66356791e-02
3.60634 5.65659345e-02
3.62931 5.64972050e-02
3.65228 5.64294970e-02
3.67525 5.63628163e-02
3.69822 5.62971682e-02
3.72119 5.62325576e-02
3.74416 5.61689891e-02
3.76713 5.61064664e-02
3.7901 5.60449933e-02
3.81307 5.59845729e-02
3.83604 5.59252078e-02
3.85901 5.58669005e-02
3.88198 5.58096527e-02
3.90495 5.57534660e-02
3.92792 5.56983415e-02
3.95089 5.56442799e-02
3.97386 5.55912815e-02
3.99683 5.55393464e-02
4.0198 5.54884741e-02
4.04277 5.54386640e-02
4.06574 5.53899149e-02
4.08871 5.53422253e-02
4.11168 5.52955937e-02
4.13465 5.52500177e-02
4.15762 5.52054951e-02
4.18059 5.51620232e-02
4.20356 5.51195988e-02
4.22653 5.50782187e-02
4.2495 5.50378793e-02
4.27248 5.49985766e-02
4.29545 5.49603066e-02
4.31842 5.49230647e-02
4.34139 5.48868462e-02
4.36436 5.48516463e-02
4.38733 5.48174597e-02
4.4103 5.47842810e-02
4.43327 5.47521044e-02
4.45624 5.47209242e-02
4.47921 5.46907342e-02
4.50218 5.46615280e-02
4.52515 5.46332992e-02
4.54812 5.46060410e-02
4.57109 5.45797465e-02
4.59406 5.45544087e-02
4.61703 5.45300203e-02
4.64 5.45065738e-02
4.66297 5.44840617e-02
4.68594 5.44624762e-02
4.70891 5.44418095e-02
4.73188 5.44220535e-02
4.75485 5.44032001e-02
4.77782 5.43852410e-02
4.80079 5.43681679e-02
4.82376 5.43519721e-02
4.84673 5.43366451e-02
4.8697 5.43221782e-02
4.89267 5.43085627e-02
4.91564 5.42957895e-02
4.93861 5.42838498e-02
4.96158 5.42727346e-02
4.98455 5.42624346e-02
5.00752 5.42529408e-02
5.0305 5.42442440e-02
5.05347 5.42363349e-02
5.07644 5.42292042e-02
5.09941 5.42228425e-02
5.12238 5.42172404e-02
5.14535 5.42123887e-02
5.16832 5.42082778e-02
5.19129 5.42048983e-02
5.21426 5.42022407e-02
5.23723 5.42002957e-02
5.2602 5.41990537e-02
5.28317 5.41985054e-02
5.30614 5.41986412e-02
5.32911 5.41994517e-02
5.35208 5.42009275e-02
5.37505 5.42030593e-02
5.39802 5.42058377e-02
5.42099 5.42092533e-02
5.44396 5.42132968e-02
5.46693 5.42179590e-02
5.4899 5.42232307e-02
5.51287 5.42291026e-02
5.53584 5.42355658e-02
5.55881 5.42426110e-02
5.58178 5.42502293e-02
5.60475 5.42584118e-02
5.62772 5.42671495e-02
5.65069 5.42764336e-02
5.67366 5.42862554e-02
5.69663 5.42966062e-02
5.7196 5.43074773e-02
5.74257 5.43188603e-02
5.76554 5.43307466e-02
5.78851 5.43431280e-02
5.81149 5.43559961e-02
5.83446 5.43693428e-02
5.85743 5.43831598e-02
5.8804 5.43974393e-02
5.90337 5.44121732e-02
5.92634 5.44273538e-02
5.94931 5.44429733e-02
5.97228 5.44590241e-02
5.99525 5.44754986e-02
6.01822 5.44923894e-02
6.04119 5.45096892e-02
6.06416 5.45273908e-02
6.08713 5.45454870e-02
6.1101 5.45639708e-02
6.13307 5.45828354e-02
6.15604 5.46020738e-02
6.17901 5.46216796e-02
6.20198 5.46416460e-02
6.22495 5.46619667e-02
6.24792 5.46826352e-02
6.27089 5.47036454e-02
6.29386 5.47249912e-02
6.31683 5.47466665e-02
6.3398 5.47686655e-02
6.36277 5.47909823e-02
6.38574 5.48136114e-02
6.40871 5.48365472e-02
6.43168 5.48597844e-02
6.45465 5.48833175e-02
6.47762 5.49071415e-02
6.50059 5.49312513e-02
6.52356 5.49556419e-02
6.54653 5.49803085e-02
6.5695 5.50052465e-02
6.59248 5.50304511e-02
6.61545 5.50559181e-02
6.63842 5.50816430e-02
6.66139 5.51076215e-02
6.68436 5.51338497e-02
6.70733 5.51603234e-02
6.7303 5.51870389e-02
6.75327 5.52139923e-02
6.77624 5.52411801e-02
6.79921 5.52685986e-02
6.82218 5.52962446e-02
6.84515 5.53241146e-02
6.86812 5.53522055e-02
6.89109 5.53805143e-02
6.91406 5.54090380e-02
6.93703 5.54377737e-02
6.96 5.54667188e-02
6.98297 5.54958705e-02
7.00594 5.55252265e-02
7.02891 5.55547844e-02
7.05188 5.55845417e-02
7.07485 5.56144965e-02
7.09782 5.56446465e-02
7.12079 5.56749898e-02
7.14376 5.57055247e-02
7.16673 5.57362493e-02
7.1897 5.57671619e-02
7.21267 5.57982612e-02
7.23564 5.58295455e-02
7.25861 5.58610136e-02
7.28158 5.58926643e-02
7.30455 5.59244963e-02
7.32752 5.59565087e-02
7.3505 5.59887006e-02
7.37347 5.60210710e-02
7.39644 5.60536192e-02
7.41941 5.60863447e-02
7.44238 5.61192467e-02
7.46535 5.61523249e-02
7.48832 5.61855789e-02
7.51129 5.62190083e-02
7.53426 5.62526131e-02
7.55723 5.62863930e-02
7.5802 5.63203481e-02
7.60317 5.63544784e-02
7.62614 5.63887840e-02
7.64911 5.64232653e-02
7.67208 5.64579224e-02
7.69505 5.64927559e-02
7.71802 5.65277661e-02
7.74099 5.65629536e-02
7.76396 5.65983191e-02
7.78693 5.66338633e-02
7.8099 5.66695869e-02
7.83287 5.67054908e-02
7.85584 5.67415759e-02
7.87881 5.67778432e-02
7.90178 5.68142938e-02
7.92475 5.68509289e-02
7.94772 5.68877495e-02
7.97069 5.69247571e-02
7.99366 5.69619529e-02
8.01663 5.69993383e-02
8.0396 5.70369149e-02
8.06257 5.70746841e-02
8.08554 5.71126475e-02
8.10851 5.71508069e-02
8.13149 5.71891638e-02
8.15446 5.72277200e-02
8.17743 5.72664774e-02
8.2004 5.73054379e-02
8.22337 5.73446033e-02
8.24634 5.73839757e-02
8.26931 5.74235571e-02
8.29228 5.74633495e-02
8.31525 5.75033552e-02
8.33822 5.75435763e-02
8.36119 5.75840150e-02
8.38416 5.76246735e-02
8.40713 5.76655543e-02
8.4301 5.77066597e-02
8.45307 5.77479920e-02
8.47604 5.77895538e-02
8.49901 5.78313475e-02
8.52198 5.78733756e-02
8.54495 5.79156408e-02
8.56792 5.79581455e-02
8.59089 5.80008925e-02
8.61386 5.80438844e-02
8.63683 5.80871239e-02
8.6598 5.81306138e-02
8.68277 5.81743568e-02
8.70574 5.82183557e-02
8.72871 5.82626134e-02
8.75168 5.83071327e-02
8.77465 5.83519165e-02
8.79762 5.83969677e-02
8.82059 5.84422893e-02
8.84356 5.84878842e-02
8.86653 5.85337554e-02
8.8895 5.85799059e-02
8.91248 5.86263388e-02
8.93545 5.86730571e-02
8.95842 5.87200638e-02
8.98139 5.87673621e-02
9.00436 5.88149551e-02
9.02733 5.88628458e-02
9.0503 5.89110375e-02
9.07327 5.89595333e-02
9.09624 5.90083363e-02
9.11921 5.90574498e-02
9.14218 5.91068770e-02
9.16515 5.91566209e-02
9.18812 5.92066850e-02
9.21109 5.92570724e-02
9.23406 5.93077863e-02
9.25703 5.93588300e-02
9.28 5.94102067e-02
9.30297 5.94619197e-02
9.32594 5.95139723e-02
9.34891 5.95663678e-02
9.37188 5.96191093e-02
9.39485 5.96722003e-02
9.41782 5.97256439e-02
9.44079 5.97794435e-02
9.46376 5.98336023e-02
9.48673 5.98881237e-02
9.5097 5.99430109e-02
9.53267 5.99982672e-02
9.55564 6.00538959e-02
9.57861 6.01099003e-02
9.60158 6.01662836e-02
9.62455 6.02230491e-02
9.64752 6.02802001e-02
9.6705 6.03377399e-02
9.69347 6.03956716e-02
