# Temperature  Cv
19.3748 7.44634524e-02
19.3922 7.45033602e-02
19.4096 7.45831810e-02
19.4271 7.46630119e-02
19.4445 7.47428528e-02
19.4619 7.48227035e-02
19.4794 7.49025638e-02
19.4968 7.49824334e-02
19.5142 7.50623121e-02
19.5317 7.51421997e-02
19.5491 7.52220960e-02
19.5665 7.53020008e-02
19.584 7.53819138e-02
19.6014 7.54618348e-02
19.6188 7.55417637e-02
19.6364 7.56217002e-02
19.6538 7.57016442e-02
19.6712 7.57815953e-02
19.6887 7.58615535e-02
19.7061 7.59415184e-02
19.7235 7.60214899e-02
19.741 7.61014678e-02
19.7584 7.61814518e-02
19.7758 7.62614418e-02
19.7933 7.63414376e-02
19.8107 7.64214390e-02
19.8281 7.65014457e-02
19.8456 7.65814575e-02
19.863 7.66614743e-02
19.8804 7.67414959e-02
19.8979 7.68215220e-02
19.9153 7.69015524e-02
19.9327 7.69815871e-02
19.9503 7.70616257e-02
19.9677 7.71416681e-02
19.9851 7.72217140e-02
20.0026 7.73017633e-02
20.02 7.73818158e-02
20.0374 7.74618713e-02
20.0549 7.75419296e-02
20.0723 7.76219905e-02
20.0897 7.77020537e-02
20.1072 7.77821193e-02
20.1246 7.78621869e-02
20.142 7.79422563e-02
20.1595 7.80223273e-02
20.1769 7.81023999e-02
20.1943 7.81824737e-02
20.2118 7.82625486e-02
20.2292 7.83426245e-02
20.2466 7.84227011e-02
20.2642 7.85027782e-02
20.2816 7.85828557e-02
20.299 7.86629334e-02
20.3165 7.87430111e-02
20.3339 7.88230886e-02
20.3513 7.89031657e-02
20.3688 7.89832424e-02
20.3862 7.90633183e-02
20.4036 7.91433933e-02
20.4211 7.92234672e-02
20.4385 7.93035400e-02
20.4559 7.93836113e-02
20.4734 7.94636810e-02
20.4908 7.95437489e-02
20.5082 7.96238149e-02
20.5257 7.97038788e-02
20.5431 7.97839404e-02
20.5605 7.98639996e-02
20.5781 7.99440561e-02
20.5955 8.00241099e-02
20.6129 8.01041607e-02
20.6304 8.01842083e-02
20.6478 8.02642527e-02
20.6652 8.03442936e-02
20.6827 8.04243309e-02
20.7001 8.05043644e-02
20.7175 8.05843939e-02
20.735 8.06644194e-02
20.7524 8.07444405e-02
20.7698 8.08244572e-02
20.7873 8.09044693e-02
20.8047 8.09844767e-02
20.8221 8.10644791e-02
20.8396 8.11444764e-02
20.857 8.12244685e-02
20.8744 8.13044552e-02
20.8919 8.13844364e-02
20.9093 8.14644118e-02
20.9267 8.15443813e-02
20.9443 8.16243449e-02
20.9617 8.17043022e-02
20.9791 8.17842533e-02
20.9966 8.18641978e-02
21.014 8.19441358e-02
21.0314 8.20240669e-02
21.0489 8.21039911e-02
21.0663 8.21839082e-02
21.0838 8.22638181e-02
21.1012 8.23437205e-02
21.1186 8.24236155e-02
