# Temperature  Cv
19.3748 6.80021841e-02
19.3922 6.80397999e-02
19.4096 6.81150480e-02
19.4271 6.81903291e-02
19.4445 6.82656432e-02
19.4619 6.83409898e-02
19.4794 6.84163688e-02
19.4968 6.84917799e-02
19.5142 6.85672229e-02
19.5317 6.86426975e-02
19.5491 6.87182035e-02
19.5665 6.87937407e-02
19.584 6.88693088e-02
19.6014 6.89449076e-02
19.6188 6.90205368e-02
19.6364 6.90961962e-02
19.6538 6.91718856e-02
19.6712 6.92476047e-02
19.6887 6.93233533e-02
19.7061 6.93991312e-02
19.7235 6.94749382e-02
19.741 6.95507740e-02
19.7584 6.96266383e-02
19.7758 6.97025309e-02
19.7933 6.97784517e-02
19.8107 6.98544003e-02
19.8281 6.99303765e-02
19.8456 7.00063802e-02
19.863 7.00824111e-02
19.8804 7.01584689e-02
19.8979 7.02345534e-02
19.9153 7.03106645e-02
19.9327 7.03868018e-02
19.9503 7.04629651e-02
19.9677 7.05391542e-02
19.9851 7.06153689e-02
20.0026 7.06916090e-02
20.02 7.07678742e-02
20.0374 7.08441644e-02
20.0549 7.09204792e-02
20.0723 7.09968185e-02
20.0897 7.10731820e-02
20.1072 7.11495695e-02
20.1246 7.12259808e-02
20.142 7.13024157e-02
20.1595 7.13788740e-02
20.1769 7.14553553e-02
20.1943 7.15318596e-02
20.2118 7.16083865e-02
20.2292 7.16849360e-02
20.2466 7.17615077e-02
20.2642 7.18381014e-02
20.2816 7.19147170e-02
20.299 7.19913541e-02
20.3165 7.20680126e-02
20.3339 7.21446923e-02
20.3513 7.22213930e-02
20.3688 7.22981144e-02
20.3862 7.23748563e-02
20.4036 7.24516186e-02
20.4211 7.25284008e-02
20.4385 7.26052031e-02
20.4559 7.26820250e-02
20.4734 7.27588663e-02
20.4908 7.28357269e-02
20.5082 7.29126066e-02
20.5257 7.29895050e-02
20.5431 7.30664221e-02
20.5605 7.31433576e-02
20.5781 7.32203114e-02
20.5955 7.32972831e-02
20.6129 7.33742726e-02
20.6304 7.34512797e-02
20.6478 7.35283042e-02
20.6652 7.36053459e-02
20.6827 7.36824045e-02
20.7001 7.37594799e-02
20.7175 7.38365719e-02
20.735 7.39136802e-02
20.7524 7.39908047e-02
20.7698 7.40679451e-02
20.7873 7.41451013e-02
20.8047 7.42222731e-02
20.8221 7.42994602e-02
20.8396 7.43766625e-02
20.857 7.44538797e-02
20.8744 7.45311117e-02
20.8919 7.46083583e-02
20.9093 7.46856192e-02
20.9267 7.47628943e-02
20.9443 7.48401834e-02
20.9617 7.49174862e-02
20.9791 7.49948027e-02
20.9966 7.50721325e-02
21.014 7.51494755e-02
21.0314 7.52268315e-02
21.0489 7.53042004e-02
21.0663 7.53815818e-02
21.0838 7.54589757e-02
21.1012 7.55363818e-02
21.1186 7.56138000e-02
21.1361 7.56912300e-02
21.1535 7.57686717e-02
21.1709 7.58461249e-02
21.1884 7.59235894e-02
21.2058 7.60010649e-02
21.2232 7.60785515e-02
21.2408 7.61560486e-02
21.2582 7.62335565e-02
21.2756 7.63110746e-02
21.2931 7.63886029e-02
21.3105 7.64661412e-02
21.3279 7.65436894e-02
21.3454 7.66212471e-02
21.3628 7.66988143e-02
21.3802 7.67763908e-02
21.3977 7.68539764e-02
21.4151 7.69315709e-02
21.4325 7.70091740e-02
21.45 7.70867858e-02
21.4674 7.71644059e-02
21.4848 7.72420342e-02
21.5023 7.73196705e-02
21.5197 7.73973147e-02
21.5371 7.74749665e-02
21.5547 7.75526258e-02
21.5721 7.76302924e-02
21.5895 7.77079662e-02
21.607 7.77856469e-02
21.6244 7.78633344e-02
21.6418 7.79410285e-02
21.6593 7.80187291e-02
21.6767 7.80964360e-02
21.6941 7.81741489e-02
21.7116 7.82518678e-02
21.729 7.83295925e-02
21.7464 7.84073227e-02
21.7639 7.84850584e-02
21.7813 7.85627993e-02
21.7987 7.86405453e-02
21.8162 7.87182963e-02
21.8336 7.87960519e-02
21.851 7.88738122e-02
21.8686 7.89515770e-02
21.886 7.90293460e-02
21.9034 7.91071190e-02
21.9209 7.91848961e-02
21.9383 7.92626769e-02
21.9557 7.93404613e-02
21.9732 7.94182491e-02
21.9906 7.94960403e-02
22.008 7.95738345e-02
22.0255 7.96516318e-02
22.0429 7.97294318e-02
22.0603 7.98072345e-02
22.0778 7.98850397e-02
22.0952 7.99628472e-02
22.1126 8.00406570e-02
22.1301 8.01184687e-02
22.1475 8.01962822e-02
22.1649 8.02740975e-02
22.1824 8.03519143e-02
22.1998 8.04297326e-02
22.2172 8.05075521e-02
22.2348 8.05853727e-02
22.2522 8.06631942e-02
22.2696 8.07410166e-02
22.2871 8.08188395e-02
22.3045 8.08966629e-02
22.3219 8.09744867e-02
22.3394 8.10523107e-02
22.3568 8.11301347e-02
22.3742 8.12079585e-02
22.3917 8.12857822e-02
22.4091 8.13636055e-02
22.4265 8.14414281e-02
22.444 8.15192501e-02
22.4614 8.15970712e-02
22.4788 8.16748914e-02
22.4963 8.17527103e-02
22.5137 8.18305281e-02
22.5311 8.19083444e-02
22.5487 8.19861591e-02
22.5661 8.20639721e-02
22.5835 8.21417833e-02
22.601 8.22195925e-02
22.6184 8.22973996e-02
22.6358 8.23752043e-02
22.6533 8.24530067e-02
22.6707 8.25308065e-02
22.6881 8.26086036e-02
22.7056 8.26863979e-02
22.723 8.27641891e-02
22.7404 8.28419774e-02
22.7579 8.29197624e-02
22.7753 8.29975440e-02
22.7927 8.30753220e-02
22.8102 8.31530965e-02
22.8276 8.32308671e-02
