# Temperature  Cv
1.93748 1.67872258e-08
1.95665 1.88359991e-08
1.97584 2.34053005e-08
1.99503 2.89699528e-08
2.0142 3.57395038e-08
2.03339 4.38885763e-08
2.05257 5.36791049e-08
2.07175 6.54428732e-08
2.09093 7.94010703e-08
2.11012 9.60484613e-08
2.12931 1.15821604e-07
2.14848 1.39168696e-07
2.16767 1.66660175e-07
2.18686 1.98953785e-07
2.20603 2.36759661e-07
2.22522 2.80857785e-07
2.2444 3.32226045e-07
2.26358 3.91813228e-07
2.28276 4.60806768e-07
2.30195 5.40516339e-07
2.32114 6.32245792e-07
2.34031 7.37619121e-07
2.3595 8.58370913e-07
2.37868 9.96352173e-07
2.39786 1.15371658e-06
2.41705 1.33286230e-06
2.43623 1.53614092e-06
2.45541 1.76636968e-06
2.47459 2.02670344e-06
2.49378 2.32040766e-06
2.51297 2.65097478e-06
2.53214 3.02236876e-06
2.55133 3.43889114e-06
2.57051 3.90506466e-06
2.58969 4.42582532e-06
2.60887 5.00659226e-06
2.62806 5.65310474e-06
2.64724 6.37151534e-06
2.66642 7.16856448e-06
2.68561 8.05135351e-06
2.70478 9.02746688e-06
2.72397 1.01051293e-05
2.74316 1.12930953e-05
2.76234 1.26006315e-05
2.78152 1.40375865e-05
2.8007 1.56145310e-05
2.81989 1.73426757e-05
2.83907 1.92338135e-05
2.85825 2.13005580e-05
2.87744 2.35561514e-05
2.89661 2.60146393e-05
2.9158 2.86908704e-05
2.93499 3.16004443e-05
2.95417 3.47597583e-05
2.97335 3.81861348e-05
2.99253 4.18978510e-05
3.01172 4.59138770e-05
3.03089 5.02542709e-05
3.05008 5.49400051e-05
3.06927 5.99929597e-05
3.08844 6.54361385e-05
3.10763 7.12934649e-05
3.12681 7.75898923e-05
3.146 8.43515678e-05
3.16518 9.16055928e-05
3.18436 9.93802154e-05
3.20355 1.07704796e-04
3.22272 1.16609852e-04
3.24191 1.26127072e-04
3.2611 1.36289297e-04
3.28027 1.47130608e-04
3.29946 1.58686214e-04
3.31864 1.70992617e-04
3.33783 1.84087502e-04
3.35701 1.98009855e-04
3.37619 2.12799950e-04
3.39538 2.28499185e-04
3.41455 2.45150394e-04
3.43374 2.62797659e-04
3.45293 2.81486340e-04
3.4721 3.01263115e-04
3.49129 3.22175975e-04
3.51047 3.44274187e-04
3.52966 3.67608346e-04
3.54883 3.92230431e-04
3.56802 4.18193662e-04
3.58721 4.45552665e-04
3.60638 4.74363292e-04
3.62557 5.04682708e-04
3.64475 5.36569499e-04
3.66393 5.70083497e-04
3.68312 6.05285791e-04
3.7023 6.42238802e-04
3.72149 6.81006280e-04
3.74066 7.21653202e-04
3.75985 7.64245889e-04
3.77904 8.08851729e-04
3.79821 8.55539524e-04
3.8174 9.04379319e-04
3.83658 9.55442240e-04
3.85576 1.00880079e-03
3.87495 1.06452846e-03
3.89413 1.12270001e-03
3.91332 1.18339141e-03
3.93249 1.24667960e-03
3.95168 1.31264277e-03
3.97087 1.38136011e-03
3.99004 1.45291184e-03
4.00923 1.52737935e-03
4.02841 1.60484493e-03
4.04759 1.68539190e-03
4.06677 1.76910458e-03
4.08596 1.85606811e-03
4.10514 1.94636861e-03
4.12432 2.04009310e-03
4.14351 2.13732939e-03
4.16269 2.23816619e-03
4.18187 2.34269301e-03
4.20106 2.45099993e-03
4.22024 2.56317782e-03
4.23942 2.67931849e-03
4.2586 2.79951415e-03
4.27779 2.92385765e-03
4.29696 3.05244255e-03
4.31615 3.18536280e-03
4.33534 3.32271306e-03
4.35452 3.46458833e-03
4.3737 3.61108406e-03
4.39289 3.76229621e-03
4.41207 3.91832100e-03
4.43125 4.07925502e-03
4.45043 4.24519519e-03
4.46962 4.41623867e-03
4.48879 4.59248269e-03
4.50798 4.77402491e-03
4.52717 4.96096296e-03
4.54635 5.15339460e-03
4.56553 5.35141766e-03
4.58471 5.55512985e-03
4.6039 5.76462907e-03
4.62308 5.98001312e-03
4.64226 6.20137951e-03
4.66145 6.42882568e-03
4.68062 6.66244903e-03
4.69981 6.90234651e-03
4.719 7.14861490e-03
4.73818 7.40135068e-03
4.75736 7.66064989e-03
4.77654 7.92660824e-03
4.79573 8.19932094e-03
4.8149 8.47888271e-03
4.83409 8.76538786e-03
4.85328 9.05892997e-03
4.87245 9.35960207e-03
4.89164 9.66749651e-03
4.91083 9.98270503e-03
4.93001 1.03053186e-02
4.94919 1.06354272e-02
4.96837 1.09731203e-02
4.98756 1.13184863e-02
5.00673 1.16716129e-02
5.02592 1.20325864e-02
5.04511 1.24014927e-02
5.06428 1.27784163e-02
5.08347 1.31634406e-02
5.10265 1.35566482e-02
5.12184 1.39581202e-02
5.14102 1.43679366e-02
5.1602 1.47861764e-02
5.17939 1.52129170e-02
5.19856 1.56482347e-02
5.21775 1.60922044e-02
5.23694 1.65448995e-02
5.25611 1.70063921e-02
5.2753 1.74767528e-02
5.29448 1.79560507e-02
5.31367 1.84443533e-02
5.33284 1.89417267e-02
5.35203 1.94482350e-02
5.37122 1.99639411e-02
5.39039 2.04889059e-02
5.40958 2.10231888e-02
5.42877 2.15668472e-02
5.44794 2.21199368e-02
5.46713 2.26825116e-02
5.48631 2.32546237e-02
5.50549 2.38363231e-02
5.52467 2.44276580e-02
5.54386 2.50286746e-02
5.56305 2.56394174e-02
5.58222 2.62599285e-02
5.60141 2.68902481e-02
5.62059 2.75304141e-02
5.63977 2.81804628e-02
5.65896 2.88404279e-02
5.67814 2.95103409e-02
5.69732 3.01902316e-02
5.7165 3.08801269e-02
5.73569 3.15800520e-02
5.75488 3.22900296e-02
5.77405 3.30100801e-02
5.79324 3.37402215e-02
5.81242 3.44804695e-02
5.8316 3.52308375e-02
5.85078 3.59913366e-02
5.86997 3.67619751e-02
5.88915 3.75427592e-02
5.90833 3.83336926e-02
5.92752 3.91347763e-02
5.94671 3.99460090e-02
5.96588 4.07673868e-02
5.98507 4.15989035e-02
6.00425 4.24405499e-02
6.02343 4.32923146e-02
6.04261 4.41541835e-02
6.0618 4.50261398e-02
6.08098 4.59081643e-02
6.10016 4.68002351e-02
6.11935 4.77023277e-02
6.13853 4.86144147e-02
6.15771 4.95364663e-02
6.1769 5.04684502e-02
6.19608 5.14103310e-02
6.21526 5.23620709e-02
6.23444 5.33236295e-02
6.25363 5.42949634e-02
6.2728 5.52760269e-02
6.29199 5.62667712e-02
6.31118 5.72671452e-02
6.33036 5.82770949e-02
6.34954 5.92965633e-02
6.36872 6.03254915e-02
6.38791 6.13638171e-02
6.40709 6.24114755e-02
6.42627 6.34683992e-02
6.44546 6.45345182e-02
6.46463 6.56097595e-02
6.48382 6.66940479e-02
6.50301 6.77873051e-02
6.52219 6.88894503e-02
6.54137 7.00004002e-02
6.56055 7.11200688e-02
6.57974 7.22483674e-02
6.59892 7.33852047e-02
6.6181 7.45304869e-02
6.63729 7.56841176e-02
6.65646 7.68459978e-02
6.67565 7.80160261e-02
6.69484 7.91940983e-02
6.71401 8.03801080e-02
6.7332 8.15739462e-02
6.75238 8.27755013e-02
6.77157 8.39846595e-02
6.79074 8.52013045e-02
6.80993 8.64253176e-02
6.82912 8.76565777e-02
6.84829 8.88949615e-02
6.86748 9.01403432e-02
6.88666 9.13925949e-02
6.90584 9.26515863e-02
6.92503 9.39171851e-02
6.94421 9.51892565e-02
6.9634 9.64676640e-02
6.98257 9.77522684e-02
7.00176 9.90429291e-02
7.02095 1.00339503e-01
7.04012 1.01641844e-01
7.05931 1.02949807e-01
7.07849 1.04263242e-01
7.09767 1.05581999e-01
7.11686 1.06905924e-01
7.13604 1.08234863e-01
7.15523 1.09568661e-01
7.1744 1.10907158e-01
7.19359 1.12250196e-01
7.21278 1.13597613e-01
7.23195 1.14949246e-01
7.25114 1.16304931e-01
7.27032 1.17664501e-01
7.2895 1.19027791e-01
7.30868 1.20394630e-01
7.32787 1.21764849e-01
7.34706 1.23138275e-01
7.36623 1.24514738e-01
7.38542 1.25894062e-01
7.4046 1.27276073e-01
7.42378 1.28660594e-01
7.44297 1.30047449e-01
7.46215 1.31436459e-01
7.48133 1.32827444e-01
7.50051 1.34220226e-01
7.5197 1.35614624e-01
7.53889 1.37010455e-01
7.55806 1.38407537e-01
7.57725 1.39805688e-01
7.59643 1.41204723e-01
7.61561 1.42604460e-01
7.6348 1.44004712e-01
7.65398 1.45405296e-01
7.67316 1.46806025e-01
7.69234 1.48206714e-01
7.71153 1.49607177e-01
7.73072 1.51007227e-01
7.74989 1.52406679e-01
7.76908 1.53805346e-01
7.78826 1.55203040e-01
7.80744 1.56599577e-01
7.82662 1.57994769e-01
